date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020-06-15,17:55:21,22.9030449,120.273122,20.216,-224,-119,91,-19,102,-1039,-0.2506589889526367,-0.07401657104492188,-20.21625518798828,0.0038816481828689575,0.7401565313339233,-0.09531345963478088,0,0
2020-06-15,17:55:24,22.9030454,120.273122,15.805,46,-123,-10,-23,16,-1022,-0.19303512573242188,-0.07952308654785156,-15.805870056152344,-0.01336972787976265,0.7298107147216797,-0.05154913291335106,0,0
2020-06-15,17:55:27,22.9030482,120.2731233,11.329,48,53,-87,19,-42,-1005,0.12116241455078125,0.0544281005859375,-11.329826354980469,0.010351978242397308,0.7116701006889343,-0.008373654447495937,0,0
2020-06-15,17:55:30,22.9030459,120.2731232,9.18,-27,51,-55,-29,127,-966,-0.13918113708496094,0.043182373046875,-9.180375099182129,-0.015980858355760574,0.7202504873275757,-0.025087624788284302,0,0
2020-06-15,17:55:33,22.9030465,120.2731228,7.676,29,-44,3,-62,-14,-981,-0.06916999816894531,0.0004444122314453125,-7.676036834716797,-0.02360406517982483,0.7176295518875122,-0.03197864443063736,0,0
2020-06-15,17:55:36,22.9030449,120.2731236,6.163,35,-2,18,-38,36,-977,-0.24905776977539062,0.092132568359375,-6.163026809692383,-0.03534470498561859,0.6999425888061523,-0.04466645047068596,0,0
2020-06-15,17:55:39,22.9030469,120.2731241,4.632,70,-38,-12,-34,-32,-1000,-0.029108047485351562,0.13343048095703125,-4.632352828979492,-0.0029150545597076416,0.7086895108222961,-0.03306794911623001,0,0
2020-06-15,17:55:42,22.9030462,120.2731234,3.177,-95,31,-8,11,107,-1002,-0.10257148742675781,0.06614112854003906,-3.177633285522461,-0.01530278380960226,0.7271333932876587,-0.03684448078274727,0,0
2020-06-15,17:55:45,22.9030464,120.2731234,1.551,-19,-34,9,9,62,-1005,-0.08897686004638672,0.06435394287109375,-1.5516053438186646,-0.016879454255104065,0.6971111297607422,-0.02941349893808365,0,0
2020-06-15,17:55:48,22.9030458,120.2731232,0.342,26,7,1,-33,-16,-1001,-0.15111351013183594,0.048175811767578125,-0.34217914938926697,-0.03831227496266365,0.7573285698890686,0.007857115939259529,0,0
2020-06-15,17:57:11,22.9030265,120.2731241,0.034,0,0,0,-9,-10,-998,-0.15279769897460938,-0.13483428955078125,-0.03473927080631256,-0.025820765644311905,0.7565740942955017,0.016249168664216995,0,0
2020-06-15,17:57:14,22.9030255,120.2731228,0.027,3,-2,0,-7,-1,-996,-0.260467529296875,-0.2698535919189453,-0.027719497680664062,-0.026843475177884102,0.7578213214874268,0.016469154506921768,0,0
2020-06-15,17:57:17,22.9030244,120.2731237,2.583,-47,56,0,25,36,-1021,-0.38544750213623047,-0.17908477783203125,-2.5839314460754395,-0.02879127487540245,0.6826228499412537,-0.04481344297528267,0,0
2020-06-15,17:57:20,22.9030261,120.2731231,9.411,43,12,-15,11,-44,-1015,-0.19130897521972656,-0.24262046813964844,-9.411958694458008,-0.014902285300195217,0.706296980381012,-0.043067049235105515,0,0
2020-06-15,17:57:23,22.9030265,120.273123,16.469,76,35,-48,31,52,-982,-0.14476394653320312,-0.25440406799316406,-16.46934700012207,-0.0003375774249434471,0.7292428016662598,-0.023956697434186935,0,0
